pricing_id,route_id,fuel_surcharge_usd,port_charge_usd,demand_factor,risk_surcharge_usd,target_margin_percent
P00497,R00497,110.0,100.0,1.0,45.0,18.0
P00498,R00498,95.0,100.0,1.05,55.0,20.0
P00499,R00499,95.0,110.0,0.9,35.0,13.0
P00500,R00500,90.0,90.0,1.05,40.0,14.0
P00501,R00501,85.0,70.0,0.95,35.0,15.0
P00502,R00502,100.0,110.0,1.05,55.0,19.0
P00503,R00503,100.0,100.0,1.0,35.0,19.0
P00504,R00504,85.0,65.0,1.0,35.0,12.0
P00505,R00505,120.0,110.0,0.95,45.0,18.0
P00506,R00506,110.0,95.0,0.95,65.0,19.0
P00507,R00507,90.0,95.0,1.05,50.0,12.0
P00508,R00508,105.0,100.0,1.0,85.0,16.0
P00509,R00509,90.0,65.0,1.15,85.0,17.0
P00510,R00510,110.0,135.0,1.0,85.0,19.0
P00511,R00511,125.0,75.0,1.0,30.0,18.0
P00512,R00512,105.0,85.0,1.0,90.0,14.0
P00513,R00513,95.0,115.0,1.1,80.0,17.0
P00514,R00514,95.0,100.0,1.05,55.0,19.0
P00515,R00515,115.0,125.0,1.15,60.0,20.0
P00516,R00516,95.0,85.0,1.0,70.0,13.0
P00517,R00517,85.0,50.0,0.95,25.0,14.0
P00518,R00518,120.0,135.0,1.0,70.0,16.0
P00519,R00519,90.0,50.0,1.0,45.0,17.0
P00520,R00520,100.0,75.0,0.9,50.0,18.0
P00521,R00521,145.0,100.0,1.0,65.0,16.0
P00522,R00522,170.0,70.0,0.95,40.0,17.0
P00523,R00523,185.0,90.0,1.05,90.0,20.0
P00524,R00524,150.0,95.0,1.1,90.0,14.0
P00525,R00525,145.0,60.0,1.0,65.0,15.0
P00526,R00526,140.0,105.0,1.05,95.0,18.0
P00527,R00527,160.0,55.0,0.95,65.0,18.0
P00528,R00528,150.0,90.0,0.95,30.0,18.0
P00529,R00529,140.0,115.0,1.0,90.0,20.0
P00530,R00530,135.0,95.0,1.05,55.0,14.0
P00531,R00531,145.0,95.0,1.05,85.0,16.0
P00532,R00532,135.0,75.0,1.1,60.0,15.0
P00533,R00533,140.0,65.0,1.05,55.0,17.0
P00534,R00534,160.0,145.0,0.95,75.0,19.0
P00535,R00535,120.0,70.0,0.95,25.0,12.0
P00536,R00536,140.0,75.0,0.95,30.0,14.0
P00537,R00537,115.0,70.0,0.95,30.0,17.0
P00538,R00538,120.0,90.0,1.0,40.0,18.0
P00539,R00539,100.0,90.0,1.0,80.0,13.0
P00540,R00540,125.0,90.0,1.05,95.0,17.0
P00541,R00541,105.0,55.0,1.05,75.0,16.0
P00542,R00542,110.0,130.0,1.05,70.0,18.0
P00543,R00543,115.0,75.0,1.0,55.0,18.0
P00544,R00544,105.0,95.0,1.0,80.0,13.0
P00545,R00545,115.0,135.0,1.0,90.0,19.0
P00546,R00546,155.0,95.0,1.05,55.0,19.0
P00547,R00547,120.0,100.0,1.1,45.0,13.0
P00548,R00548,120.0,110.0,1.05,95.0,17.0
P00549,R00549,100.0,70.0,0.95,65.0,16.0
P00550,R00550,140.0,160.0,0.95,75.0,18.0
P00551,R00551,140.0,90.0,1.05,40.0,18.0
P00552,R00552,100.0,105.0,0.95,35.0,13.0
P00553,R00553,100.0,115.0,1.0,75.0,16.0
P00554,R00554,80.0,65.0,0.9,45.0,15.0
P00555,R00555,90.0,90.0,1.0,70.0,18.0
P00556,R00556,90.0,70.0,1.05,50.0,19.0
P00557,R00557,80.0,50.0,1.0,65.0,13.0
P00558,R00558,100.0,125.0,1.05,100.0,17.0
P00559,R00559,105.0,115.0,1.0,85.0,17.0
P00560,R00560,95.0,75.0,1.0,40.0,17.0
P00561,R00561,100.0,100.0,0.9,55.0,16.0
P00562,R00562,90.0,60.0,1.0,65.0,18.0
P00563,R00563,100.0,95.0,1.0,60.0,18.0
P00564,R00564,90.0,95.0,1.0,85.0,14.0
P00565,R00565,90.0,70.0,1.05,45.0,15.0
P00566,R00566,115.0,135.0,1.0,100.0,18.0
P00567,R00567,110.0,115.0,1.05,45.0,18.0
P00568,R00568,110.0,75.0,0.9,50.0,18.0
P00569,R00569,105.0,95.0,1.0,45.0,13.0
P00570,R00570,105.0,75.0,1.05,60.0,14.0
P00571,R00571,105.0,75.0,1.0,70.0,16.0
P00572,R00572,100.0,100.0,1.1,75.0,19.0
P00573,R00573,105.0,70.0,1.05,65.0,19.0
P00574,R00574,105.0,95.0,1.1,45.0,13.0
P00575,R00575,90.0,90.0,1.05,80.0,15.0
P00576,R00576,105.0,85.0,0.95,40.0,15.0
P00577,R00577,105.0,125.0,1.05,90.0,17.0
P00578,R00578,100.0,90.0,1.05,60.0,17.0
P00579,R00579,115.0,105.0,1.05,95.0,20.0
P00580,R00580,85.0,95.0,1.05,55.0,14.0
P00581,R00581,95.0,50.0,1.0,55.0,14.0
P00582,R00582,110.0,140.0,1.1,65.0,17.0
P00583,R00583,100.0,65.0,1.0,25.0,17.0
P00584,R00584,105.0,90.0,0.95,35.0,19.0
P00585,R00585,120.0,70.0,0.95,30.0,15.0
P00586,R00586,140.0,80.0,1.0,40.0,17.0
P00587,R00587,160.0,95.0,0.95,55.0,19.0
P00588,R00588,120.0,70.0,1.0,35.0,12.0
P00589,R00589,110.0,50.0,0.95,65.0,15.0
P00590,R00590,120.0,155.0,1.0,85.0,17.0
P00591,R00591,140.0,90.0,0.95,60.0,17.0
P00592,R00592,130.0,105.0,0.9,55.0,19.0
P00593,R00593,95.0,100.0,1.0,55.0,15.0
P00594,R00594,85.0,55.0,1.0,75.0,16.0
P00595,R00595,100.0,115.0,1.0,55.0,18.0
P00596,R00596,90.0,105.0,1.15,75.0,20.0
P00597,R00597,80.0,70.0,1.05,75.0,13.0
P00598,R00598,105.0,125.0,1.05,100.0,17.0
P00599,R00599,100.0,80.0,1.05,80.0,16.0
P00600,R00600,95.0,55.0,1.05,35.0,17.0
P00601,R00601,115.0,115.0,1.0,70.0,16.0
P00602,R00602,105.0,75.0,1.05,70.0,18.0
P00603,R00603,95.0,140.0,1.05,90.0,20.0
P00604,R00604,90.0,55.0,0.95,25.0,12.0
P00605,R00605,90.0,55.0,0.95,35.0,14.0
P00606,R00606,100.0,90.0,0.95,45.0,16.0
P00607,R00607,95.0,95.0,1.1,70.0,18.0
P00608,R00608,105.0,65.0,1.0,75.0,19.0
P00609,R00609,105.0,135.0,1.05,60.0,16.0
P00610,R00610,105.0,65.0,1.0,45.0,16.0
P00611,R00611,130.0,80.0,1.1,40.0,17.0
P00612,R00612,115.0,50.0,1.0,45.0,18.0
P00613,R00613,110.0,70.0,1.05,45.0,12.0
P00614,R00614,135.0,150.0,0.95,65.0,15.0
P00615,R00615,125.0,90.0,0.9,70.0,16.0
P00616,R00616,125.0,80.0,0.95,60.0,17.0
P00617,R00617,150.0,95.0,1.0,45.0,16.0
P00618,R00618,135.0,70.0,1.1,70.0,18.0
P00619,R00619,140.0,130.0,1.05,60.0,20.0
P00620,R00620,110.0,70.0,1.0,55.0,12.0
P00621,R00621,110.0,70.0,1.0,65.0,15.0
P00622,R00622,135.0,115.0,1.0,55.0,16.0
P00623,R00623,145.0,110.0,1.05,65.0,18.0
P00624,R00624,145.0,90.0,1.1,50.0,19.0
P00625,R00625,90.0,135.0,1.1,100.0,15.0
P00626,R00626,85.0,75.0,0.95,45.0,14.0
P00627,R00627,90.0,85.0,1.05,70.0,16.0
P00628,R00628,100.0,105.0,1.05,55.0,19.0
P00629,R00629,90.0,55.0,1.0,75.0,19.0
P00630,R00630,105.0,160.0,1.0,95.0,14.0
P00631,R00631,85.0,85.0,1.1,30.0,14.0
P00632,R00632,95.0,60.0,1.0,35.0,15.0
P00633,R00633,120.0,80.0,1.05,40.0,14.0
P00634,R00634,110.0,90.0,1.05,95.0,18.0
P00635,R00635,120.0,125.0,1.1,80.0,19.0
P00636,R00636,145.0,95.0,0.95,30.0,18.0
P00637,R00637,110.0,55.0,1.1,85.0,14.0
P00638,R00638,125.0,105.0,1.05,55.0,16.0
P00639,R00639,130.0,85.0,1.05,40.0,15.0
P00640,R00640,120.0,75.0,1.0,70.0,18.0
P00641,R00641,90.0,85.0,0.9,30.0,17.0
P00642,R00642,85.0,85.0,1.05,50.0,19.0
P00643,R00643,80.0,100.0,0.95,45.0,13.0
P00644,R00644,85.0,90.0,1.1,70.0,15.0
P00645,R00645,75.0,60.0,0.95,55.0,15.0
P00646,R00646,95.0,110.0,1.0,45.0,18.0
P00647,R00647,95.0,70.0,1.15,85.0,20.0
P00648,R00648,85.0,75.0,1.0,70.0,13.0
P00649,R00649,105.0,90.0,0.95,65.0,13.0
P00650,R00650,105.0,70.0,1.05,70.0,15.0
P00651,R00651,115.0,135.0,0.9,80.0,17.0
P00652,R00652,145.0,75.0,1.05,70.0,18.0
P00653,R00653,150.0,65.0,1.0,65.0,19.0
P00654,R00654,130.0,115.0,1.05,100.0,15.0
P00655,R00655,115.0,90.0,1.05,55.0,16.0
P00656,R00656,120.0,75.0,0.95,50.0,15.0
P00657,R00657,95.0,105.0,1.05,95.0,20.0
P00658,R00658,85.0,60.0,1.15,85.0,14.0
P00659,R00659,110.0,135.0,0.95,60.0,15.0
P00660,R00660,105.0,95.0,1.0,35.0,16.0
P00661,R00661,100.0,60.0,0.95,45.0,17.0
P00662,R00662,100.0,90.0,0.95,75.0,20.0
P00663,R00663,90.0,50.0,1.05,65.0,13.0
P00664,R00664,95.0,70.0,1.05,45.0,15.0
P00665,R00665,110.0,120.0,1.0,40.0,16.0
P00666,R00666,95.0,75.0,1.05,80.0,18.0
P00667,R00667,110.0,80.0,1.05,50.0,19.0
P00668,R00668,85.0,60.0,0.95,25.0,12.0
P00669,R00669,95.0,60.0,1.0,75.0,15.0
P00670,R00670,120.0,145.0,0.9,45.0,16.0
P00671,R00671,95.0,90.0,1.0,30.0,17.0
P00672,R00672,115.0,60.0,0.95,35.0,18.0
P00673,R00673,85.0,75.0,1.1,80.0,15.0
P00674,R00674,80.0,95.0,0.95,40.0,15.0
P00675,R00675,95.0,95.0,1.05,55.0,19.0
P00676,R00676,95.0,60.0,1.1,65.0,19.0
P00677,R00677,75.0,55.0,0.95,35.0,12.0
P00678,R00678,90.0,105.0,0.95,65.0,15.0
P00679,R00679,85.0,85.0,0.95,30.0,15.0
P00680,R00680,100.0,95.0,1.05,90.0,19.0
P00681,R00681,135.0,135.0,0.9,60.0,19.0
P00682,R00682,100.0,100.0,1.0,65.0,13.0
P00683,R00683,120.0,95.0,1.05,65.0,15.0
P00684,R00684,105.0,90.0,1.05,70.0,16.0
P00685,R00685,95.0,50.0,0.95,45.0,17.0
P00686,R00686,115.0,140.0,1.0,65.0,19.0
P00687,R00687,95.0,70.0,1.0,35.0,12.0
P00688,R00688,95.0,90.0,1.0,35.0,15.0
P00689,R00689,120.0,105.0,1.0,65.0,15.0
P00690,R00690,135.0,70.0,1.1,90.0,17.0
P00691,R00691,170.0,95.0,1.05,85.0,19.0
P00692,R00692,145.0,100.0,1.05,55.0,20.0
P00693,R00693,120.0,60.0,0.95,65.0,13.0
P00694,R00694,130.0,140.0,1.1,105.0,17.0
P00695,R00695,145.0,95.0,1.0,55.0,17.0
P00696,R00696,145.0,70.0,0.95,25.0,17.0
P00697,R00697,155.0,125.0,1.0,90.0,20.0
P00698,R00698,100.0,70.0,1.1,90.0,14.0
P00699,R00699,135.0,115.0,1.15,80.0,16.0
P00700,R00700,120.0,85.0,1.0,30.0,15.0
P00701,R00701,135.0,50.0,1.1,35.0,17.0
P00702,R00702,160.0,125.0,1.05,60.0,20.0
P00703,R00703,100.0,60.0,0.95,45.0,12.0
P00704,R00704,115.0,60.0,1.05,35.0,14.0
P00705,R00705,110.0,75.0,1.05,90.0,19.0
P00706,R00706,95.0,95.0,0.95,30.0,18.0
P00707,R00707,110.0,120.0,1.0,90.0,14.0
P00708,R00708,95.0,85.0,1.05,70.0,15.0
P00709,R00709,90.0,50.0,1.05,85.0,17.0
P00710,R00710,100.0,125.0,1.0,40.0,18.0
P00711,R00711,100.0,90.0,1.05,70.0,19.0
P00712,R00712,95.0,105.0,1.0,65.0,13.0
P00713,R00713,100.0,115.0,0.9,60.0,16.0
P00714,R00714,120.0,100.0,1.0,85.0,19.0
P00715,R00715,105.0,80.0,1.0,70.0,19.0
P00716,R00716,105.0,55.0,0.9,45.0,12.0
P00717,R00717,105.0,70.0,1.1,45.0,15.0
P00718,R00718,120.0,125.0,1.0,70.0,16.0
P00719,R00719,100.0,90.0,0.95,40.0,17.0
P00720,R00720,115.0,75.0,0.95,60.0,18.0
P00721,R00721,115.0,75.0,1.05,40.0,17.0
P00722,R00722,105.0,55.0,1.0,45.0,18.0
P00723,R00723,100.0,115.0,1.05,55.0,14.0
P00724,R00724,100.0,80.0,0.95,30.0,14.0
P00725,R00725,100.0,75.0,1.05,85.0,17.0
P00726,R00726,105.0,125.0,1.15,90.0,19.0
P00727,R00727,110.0,65.0,0.95,45.0,18.0
P00728,R00728,90.0,80.0,1.1,80.0,13.0
P00729,R00729,160.0,125.0,1.1,100.0,18.0
P00730,R00730,150.0,75.0,1.05,75.0,18.0
P00731,R00731,155.0,105.0,1.0,85.0,20.0
P00732,R00732,125.0,95.0,1.0,40.0,12.0
P00733,R00733,115.0,65.0,1.0,35.0,14.0
P00734,R00734,135.0,120.0,1.05,50.0,16.0
P00735,R00735,150.0,70.0,1.0,75.0,18.0
P00736,R00736,130.0,90.0,1.0,50.0,18.0
P00737,R00737,125.0,80.0,1.0,80.0,18.0
P00738,R00738,100.0,115.0,1.0,75.0,20.0
P00739,R00739,95.0,90.0,1.1,90.0,14.0
P00740,R00740,100.0,95.0,1.0,55.0,16.0
P00741,R00741,90.0,50.0,0.95,25.0,15.0
P00742,R00742,115.0,100.0,1.05,95.0,20.0
P00743,R00743,115.0,105.0,0.9,55.0,19.0
P00744,R00744,100.0,70.0,1.05,45.0,12.0
P00745,R00745,140.0,110.0,1.0,75.0,20.0
P00746,R00746,120.0,95.0,1.15,90.0,14.0
P00747,R00747,120.0,115.0,1.05,55.0,16.0
P00748,R00748,105.0,75.0,1.15,50.0,16.0
P00749,R00749,130.0,50.0,1.0,55.0,17.0
P00750,R00750,130.0,140.0,1.1,65.0,20.0
P00751,R00751,115.0,70.0,1.05,90.0,14.0
P00752,R00752,130.0,75.0,0.9,50.0,14.0
P00753,R00753,125.0,105.0,1.1,55.0,20.0
P00754,R00754,115.0,50.0,1.05,35.0,12.0
P00755,R00755,110.0,95.0,1.1,75.0,16.0
P00756,R00756,100.0,90.0,0.95,50.0,15.0
P00757,R00757,135.0,75.0,1.0,65.0,18.0
P00758,R00758,130.0,115.0,0.95,40.0,19.0
P00759,R00759,105.0,50.0,0.95,35.0,12.0
P00760,R00760,115.0,75.0,0.9,70.0,15.0
P00761,R00761,120.0,110.0,1.0,75.0,14.0
P00762,R00762,115.0,85.0,1.1,80.0,15.0
P00763,R00763,130.0,95.0,1.0,65.0,16.0
P00764,R00764,140.0,95.0,0.95,50.0,17.0
P00765,R00765,130.0,50.0,1.1,85.0,20.0
P00766,R00766,125.0,135.0,1.15,80.0,14.0
P00767,R00767,135.0,80.0,1.0,60.0,14.0
P00768,R00768,125.0,60.0,1.0,35.0,15.0
P00769,R00769,130.0,125.0,0.95,80.0,16.0
P00770,R00770,125.0,90.0,0.95,30.0,15.0
P00771,R00771,115.0,70.0,1.0,30.0,17.0
P00772,R00772,115.0,115.0,1.1,85.0,20.0
P00773,R00773,115.0,70.0,1.0,65.0,13.0
P00774,R00774,130.0,140.0,1.15,65.0,16.0
P00775,R00775,120.0,70.0,1.1,45.0,16.0
P00776,R00776,130.0,75.0,1.05,60.0,17.0
P00777,R00777,125.0,100.0,1.05,65.0,18.0
P00778,R00778,135.0,110.0,1.0,75.0,20.0
P00779,R00779,110.0,75.0,1.1,70.0,13.0
P00780,R00780,95.0,60.0,1.05,75.0,15.0
P00781,R00781,95.0,50.0,0.95,45.0,15.0
P00782,R00782,125.0,155.0,1.0,65.0,18.0
P00783,R00783,115.0,90.0,0.95,30.0,18.0
P00784,R00784,100.0,55.0,0.9,65.0,13.0
P00785,R00785,150.0,130.0,1.0,50.0,18.0
P00786,R00786,160.0,55.0,0.95,55.0,18.0
P00787,R00787,115.0,115.0,1.1,95.0,15.0
P00788,R00788,120.0,75.0,1.05,50.0,14.0
P00789,R00789,110.0,50.0,1.05,35.0,15.0
P00790,R00790,185.0,145.0,1.05,85.0,19.0
P00791,R00791,145.0,95.0,1.1,70.0,19.0
P00792,R00792,140.0,90.0,0.95,55.0,13.0
P00793,R00793,90.0,90.0,1.1,50.0,18.0
P00794,R00794,100.0,105.0,1.0,75.0,20.0
P00795,R00795,90.0,100.0,1.05,55.0,14.0
P00796,R00796,85.0,75.0,1.0,35.0,14.0
P00797,R00797,80.0,75.0,1.1,85.0,17.0
P00798,R00798,105.0,115.0,1.0,50.0,18.0
P00799,R00799,100.0,115.0,1.05,75.0,20.0
P00800,R00800,85.0,65.0,1.0,75.0,13.0
P00801,R00801,95.0,110.0,1.05,65.0,19.0
P00802,R00802,90.0,110.0,1.0,75.0,14.0
P00803,R00803,90.0,85.0,0.95,70.0,15.0
P00804,R00804,100.0,110.0,0.95,55.0,16.0
P00805,R00805,90.0,60.0,0.95,65.0,18.0
P00806,R00806,120.0,140.0,0.95,65.0,19.0
P00807,R00807,85.0,80.0,0.9,70.0,13.0
P00808,R00808,95.0,85.0,1.0,60.0,14.0
P00809,R00809,80.0,95.0,1.1,95.0,18.0
P00810,R00810,75.0,75.0,0.9,50.0,17.0
P00811,R00811,85.0,130.0,0.95,70.0,19.0
P00812,R00812,80.0,75.0,1.1,70.0,13.0
P00813,R00813,75.0,60.0,1.05,35.0,14.0
P00814,R00814,85.0,115.0,1.05,60.0,17.0
P00815,R00815,75.0,90.0,1.05,80.0,18.0
P00816,R00816,70.0,55.0,0.95,25.0,18.0
P00817,R00817,110.0,80.0,1.0,80.0,15.0
P00818,R00818,90.0,85.0,1.0,90.0,17.0
P00819,R00819,100.0,110.0,0.9,35.0,18.0
P00820,R00820,110.0,65.0,1.0,85.0,20.0
P00821,R00821,90.0,60.0,1.0,55.0,12.0
P00822,R00822,105.0,130.0,1.05,100.0,17.0
P00823,R00823,110.0,115.0,1.05,85.0,17.0
P00824,R00824,110.0,55.0,1.05,45.0,18.0
P00825,R00825,95.0,85.0,0.95,60.0,14.0
P00826,R00826,110.0,85.0,1.05,40.0,15.0
P00827,R00827,105.0,100.0,1.05,45.0,18.0
P00828,R00828,110.0,70.0,1.0,40.0,18.0
P00829,R00829,85.0,55.0,0.95,65.0,13.0
P00830,R00830,110.0,125.0,1.05,80.0,16.0
P00831,R00831,110.0,105.0,1.1,95.0,18.0
P00832,R00832,105.0,70.0,1.05,40.0,17.0
P00833,R00833,120.0,95.0,1.0,75.0,17.0
P00834,R00834,105.0,115.0,1.1,65.0,18.0
P00835,R00835,125.0,110.0,1.1,75.0,20.0
P00836,R00836,110.0,85.0,1.0,30.0,12.0
P00837,R00837,100.0,75.0,1.0,35.0,14.0
P00838,R00838,110.0,105.0,0.95,35.0,16.0
P00839,R00839,120.0,70.0,1.0,50.0,18.0
P00840,R00840,130.0,60.0,1.05,75.0,19.0
P00841,R00841,160.0,100.0,0.95,45.0,18.0
P00842,R00842,150.0,90.0,1.1,75.0,20.0
P00843,R00843,110.0,80.0,1.05,90.0,14.0
P00844,R00844,120.0,105.0,1.05,45.0,15.0
P00845,R00845,130.0,70.0,0.9,45.0,15.0
P00846,R00846,140.0,155.0,0.95,65.0,18.0
P00847,R00847,185.0,75.0,1.0,50.0,19.0
P00848,R00848,130.0,115.0,1.0,75.0,14.0
P00849,R00849,120.0,110.0,0.95,75.0,20.0
P00850,R00850,100.0,70.0,1.05,65.0,13.0
P00851,R00851,120.0,95.0,1.1,40.0,14.0
P00852,R00852,95.0,70.0,1.05,90.0,17.0
P00853,R00853,115.0,60.0,0.95,25.0,17.0
P00854,R00854,155.0,155.0,0.9,85.0,20.0
P00855,R00855,115.0,105.0,1.1,75.0,14.0
P00856,R00856,100.0,75.0,1.0,80.0,15.0
P00857,R00857,110.0,110.0,0.95,75.0,14.0
P00858,R00858,100.0,85.0,1.05,50.0,15.0
P00859,R00859,125.0,125.0,1.0,70.0,16.0
P00860,R00860,110.0,95.0,0.95,35.0,18.0
P00861,R00861,110.0,70.0,1.05,65.0,19.0
P00862,R00862,105.0,100.0,1.1,55.0,14.0
P00863,R00863,95.0,60.0,0.95,25.0,14.0
P00864,R00864,105.0,95.0,1.0,45.0,16.0
P00865,R00865,140.0,135.0,1.1,80.0,20.0
P00866,R00866,105.0,80.0,1.0,40.0,12.0
P00867,R00867,110.0,85.0,0.95,30.0,14.0
P00868,R00868,115.0,75.0,0.95,50.0,15.0
P00869,R00869,120.0,65.0,1.05,55.0,17.0
P00870,R00870,145.0,150.0,0.95,75.0,19.0
P00871,R00871,120.0,80.0,1.0,60.0,12.0
P00872,R00872,105.0,80.0,1.15,50.0,15.0
P00873,R00873,165.0,100.0,0.9,75.0,20.0
P00874,R00874,135.0,85.0,1.0,80.0,13.0
P00875,R00875,155.0,100.0,1.0,65.0,15.0
P00876,R00876,120.0,65.0,1.15,45.0,16.0
P00877,R00877,165.0,60.0,1.0,65.0,18.0
P00878,R00878,180.0,130.0,1.05,70.0,19.0
P00879,R00879,135.0,60.0,1.15,65.0,13.0
P00880,R00880,155.0,115.0,1.05,55.0,16.0
P00881,R00881,90.0,70.0,1.0,70.0,15.0
P00882,R00882,100.0,85.0,1.0,90.0,17.0
P00883,R00883,95.0,90.0,1.0,40.0,17.0
P00884,R00884,100.0,55.0,0.95,55.0,18.0
P00885,R00885,95.0,70.0,1.15,45.0,13.0
P00886,R00886,110.0,120.0,1.0,60.0,16.0
P00887,R00887,95.0,75.0,1.0,70.0,16.0
P00888,R00888,95.0,85.0,0.95,30.0,17.0
P00889,R00889,175.0,120.0,0.9,40.0,18.0
P00890,R00890,200.0,90.0,0.95,55.0,19.0
P00891,R00891,135.0,120.0,1.05,60.0,14.0
P00892,R00892,140.0,85.0,1.05,70.0,15.0
P00893,R00893,130.0,55.0,0.95,25.0,15.0
P00894,R00894,165.0,120.0,1.1,60.0,19.0
P00895,R00895,190.0,85.0,0.95,50.0,18.0
P00896,R00896,120.0,80.0,1.05,70.0,13.0
P00897,R00897,110.0,95.0,1.0,95.0,17.0
P00898,R00898,105.0,90.0,1.05,60.0,15.0
P00899,R00899,100.0,100.0,1.1,95.0,20.0
P00900,R00900,120.0,85.0,1.0,30.0,18.0
P00901,R00901,110.0,55.0,1.0,55.0,12.0
P00902,R00902,120.0,140.0,1.05,95.0,16.0
P00903,R00903,105.0,70.0,1.1,45.0,16.0
P00904,R00904,125.0,85.0,1.1,70.0,18.0
P00905,R00905,100.0,105.0,1.1,85.0,16.0
P00906,R00906,100.0,115.0,0.95,45.0,16.0
P00907,R00907,125.0,85.0,1.05,90.0,19.0
P00908,R00908,130.0,70.0,1.05,80.0,19.0
P00909,R00909,100.0,70.0,1.05,85.0,14.0
P00910,R00910,110.0,100.0,0.95,75.0,16.0
P00911,R00911,110.0,80.0,1.1,40.0,15.0
P00912,R00912,105.0,90.0,1.0,90.0,19.0
P00913,R00913,115.0,75.0,0.95,30.0,17.0
P00914,R00914,115.0,75.0,1.05,50.0,19.0
P00915,R00915,115.0,135.0,1.05,70.0,13.0
P00916,R00916,100.0,95.0,1.05,90.0,16.0
P00917,R00917,110.0,70.0,1.0,35.0,15.0
P00918,R00918,120.0,95.0,1.0,35.0,18.0
P00919,R00919,120.0,65.0,1.0,55.0,18.0
P00920,R00920,120.0,115.0,1.15,55.0,14.0
P00921,R00921,100.0,90.0,1.05,45.0,18.0
P00922,R00922,95.0,105.0,1.0,65.0,19.0
P00923,R00923,90.0,90.0,1.1,50.0,13.0
P00924,R00924,80.0,60.0,0.95,25.0,14.0
P00925,R00925,95.0,70.0,1.0,65.0,16.0
P00926,R00926,90.0,115.0,1.0,45.0,18.0
P00927,R00927,105.0,95.0,1.0,45.0,19.0
P00928,R00928,80.0,70.0,1.0,65.0,13.0
P00929,R00929,120.0,85.0,1.1,70.0,18.0
P00930,R00930,145.0,90.0,1.0,50.0,18.0
P00931,R00931,125.0,95.0,0.95,35.0,13.0
P00932,R00932,120.0,55.0,1.0,45.0,15.0
P00933,R00933,135.0,65.0,1.0,45.0,16.0
P00934,R00934,150.0,125.0,1.05,70.0,18.0
P00935,R00935,145.0,50.0,1.0,25.0,18.0
P00936,R00936,130.0,95.0,1.1,70.0,13.0
P00937,R00937,85.0,80.0,0.9,70.0,16.0
P00938,R00938,100.0,55.0,0.95,25.0,17.0
P00939,R00939,95.0,80.0,0.95,40.0,18.0
P00940,R00940,80.0,80.0,1.0,70.0,13.0
P00941,R00941,80.0,50.0,0.95,65.0,15.0
P00942,R00942,90.0,115.0,1.05,85.0,17.0
P00943,R00943,95.0,105.0,0.95,75.0,19.0
P00944,R00944,100.0,55.0,0.9,65.0,19.0
P00945,R00945,115.0,125.0,1.05,40.0,15.0
P00946,R00946,120.0,85.0,1.0,40.0,15.0
P00947,R00947,115.0,135.0,1.0,60.0,18.0
P00948,R00948,125.0,75.0,1.05,60.0,18.0
P00949,R00949,105.0,70.0,0.95,25.0,12.0
P00950,R00950,125.0,125.0,1.0,80.0,16.0
P00951,R00951,100.0,55.0,1.0,75.0,16.0
P00952,R00952,135.0,85.0,0.95,60.0,17.0
P00953,R00953,155.0,115.0,1.05,55.0,18.0
P00954,R00954,135.0,75.0,1.0,80.0,19.0
P00955,R00955,130.0,70.0,1.0,60.0,12.0
P00956,R00956,110.0,90.0,0.95,40.0,14.0
P00957,R00957,130.0,65.0,1.1,65.0,16.0
P00958,R00958,150.0,95.0,0.95,35.0,18.0
P00959,R00959,140.0,60.0,1.0,65.0,19.0
P00960,R00960,105.0,75.0,0.95,30.0,12.0
P00961,R00961,155.0,115.0,1.0,40.0,13.0
P00962,R00962,155.0,55.0,1.0,25.0,14.0
P00963,R00963,140.0,105.0,1.0,85.0,17.0
P00964,R00964,165.0,65.0,1.0,85.0,19.0
P00965,R00965,180.0,50.0,1.0,75.0,19.0
P00966,R00966,135.0,140.0,1.0,70.0,13.0
P00967,R00967,160.0,105.0,1.1,65.0,15.0
P00968,R00968,170.0,75.0,0.95,40.0,15.0
P00969,R00969,110.0,115.0,0.95,90.0,14.0
P00970,R00970,110.0,60.0,0.95,65.0,15.0
P00971,R00971,105.0,110.0,1.05,75.0,17.0
P00972,R00972,125.0,80.0,1.15,90.0,19.0
P00973,R00973,130.0,50.0,1.0,45.0,18.0
P00974,R00974,115.0,120.0,1.0,50.0,13.0
P00975,R00975,110.0,80.0,1.15,90.0,16.0
P00976,R00976,115.0,70.0,0.95,50.0,15.0
P00977,R00977,115.0,100.0,0.95,35.0,13.0
P00978,R00978,115.0,115.0,0.95,75.0,16.0
P00979,R00979,125.0,90.0,1.0,50.0,16.0
P00980,R00980,115.0,70.0,1.05,80.0,18.0
P00981,R00981,110.0,55.0,1.05,85.0,20.0
P00982,R00982,125.0,120.0,1.05,100.0,15.0
P00983,R00983,100.0,115.0,0.9,55.0,15.0
P00984,R00984,115.0,115.0,1.0,85.0,17.0
P00985,R00985,95.0,125.0,1.0,100.0,20.0
P00986,R00986,100.0,80.0,0.95,50.0,18.0
P00987,R00987,100.0,125.0,1.0,90.0,14.0
P00988,R00988,85.0,50.0,1.05,65.0,15.0
P00989,R00989,95.0,60.0,0.95,35.0,15.0
P00990,R00990,110.0,110.0,0.95,75.0,19.0
P00991,R00991,100.0,95.0,1.05,65.0,19.0
P00992,R00992,90.0,65.0,0.95,45.0,12.0
P00993,R00993,170.0,115.0,1.0,70.0,19.0
P00994,R00994,115.0,75.0,1.05,60.0,12.0
