route_id,route_number,origin,origin_country,origin_latitude,origin_longitude,destination,destination_country,destination_latitude,destination_longitude,cargo_type,route_name,route,route_sequence,intermediate_ports,transit_days,distance_nm,transshipments,freight_cost_usd,fuel_surcharge_usd,port_handling_usd,estimated_total_cost_usd,vessel_type,service_frequency,available_capacity_teu,route_availability,estimated_co2_kg,port_calls,weather_risk,congestion_level,route_score,cargo_subtype
R00079,79,Chennai,India,13.0827,80.2707,Dubai,UAE,25.2048,55.2708,Bulk,Green Corridor Service,Chennai → Direct Atlantic → Dubai,Chennai → Direct Atlantic → Dubai,Direct Atlantic,13,6673,1,2466.0,348.0,422.0,3236.0,Eco Container Ship,Weekly,12724,Limited,97506.0,3,Moderate,Moderate,64.39,Edible Oils
R00080,80,Chennai,India,13.0827,80.2707,Dubai,UAE,25.2048,55.2708,General Cargo,Premium Reliability,Chennai → Direct Ocean → Dubai,Chennai → Direct Ocean → Dubai,Direct,12,6561,0,2648.0,428.0,357.0,3433.0,Post-Panamax Container Ship,Daily,10993,Waitlist,93457.0,2,Moderate,Moderate,65.5,Industrial Goods
R00081,81,Chennai,India,13.0827,80.2707,Rotterdam,Netherlands,51.9244,4.4777,Perishable,Economy Service,Chennai → Suez Canal → Rotterdam,Chennai → Suez Canal → Rotterdam,Suez Canal,12,7378,2,3829.0,653.0,680.0,5162.0,Feeder + Mainline,3 sailings/week,21481,Waitlist,98237.0,4,Elevated,Moderate,52.36,Frozen Food
R00082,82,Chennai,India,13.0827,80.2707,Rotterdam,Netherlands,51.9244,4.4777,Hazardous,Standard Service,Chennai → Cape Route → Rotterdam,Chennai → Cape Route → Rotterdam,Cape Route,14,7408,1,3921.0,749.0,495.0,5165.0,Container Ship,3 sailings/week,23860,Available,94453.0,3,Elevated,Low,63.85,Compressed Gases
R00083,83,Chennai,India,13.0827,80.2707,Rotterdam,Netherlands,51.9244,4.4777,Bulk,Priority Service,Chennai → Direct Pacific → Rotterdam,Chennai → Direct Pacific → Rotterdam,Direct Pacific,12,7519,3,3108.0,580.0,713.0,4401.0,Panamax Container Ship,Weekly,12164,Limited,103202.0,5,Moderate,Low,56.43,Iron Ore
R00084,84,Chennai,India,13.0827,80.2707,Rotterdam,Netherlands,51.9244,4.4777,General Cargo,Express Service,Chennai → Panama Canal → Rotterdam,Chennai → Panama Canal → Rotterdam,Panama Canal,12,7721,2,3465.0,677.0,648.0,4790.0,Post-Panamax Container Ship,Daily,18425,Available,106640.0,4,Moderate,Low,62.56,Paper Products
R00085,85,Chennai,India,13.0827,80.2707,Rotterdam,Netherlands,51.9244,4.4777,Containerized,Direct Ocean Service,Chennai → Direct Ocean → Rotterdam,Chennai → Direct Ocean → Rotterdam,Direct,15,7796,0,3042.0,571.0,334.0,3947.0,Large Container Ship,Daily,18128,Available,120044.0,2,Moderate,High,67.78,Electronics
R00086,86,Chennai,India,13.0827,80.2707,Rotterdam,Netherlands,51.9244,4.4777,Perishable,Low-Cost Service,Chennai → Direct Atlantic → Rotterdam,Chennai → Direct Atlantic → Rotterdam,Direct Atlantic,14,7788,3,3980.0,565.0,769.0,5314.0,Feeder + Mainline,3 sailings/week,20502,Available,110040.0,5,Low,High,52.4,Fresh Vegetables
R00087,87,Chennai,India,13.0827,80.2707,Rotterdam,Netherlands,51.9244,4.4777,Hazardous,Green Corridor Service,Chennai → Cape Route → Rotterdam,Chennai → Cape Route → Rotterdam,Cape Route,13,7883,1,4122.0,644.0,430.0,5196.0,Eco Container Ship,3 sailings/week,19211,Limited,93333.0,3,Elevated,High,56.42,Toxic Materials
R00088,88,Chennai,India,13.0827,80.2707,Rotterdam,Netherlands,51.9244,4.4777,Bulk,Premium Reliability,Chennai → Direct Ocean → Rotterdam,Chennai → Direct Ocean → Rotterdam,Direct,14,7550,0,2581.0,401.0,348.0,3330.0,Post-Panamax Container Ship,Weekly,23484,Available,90262.0,2,Low,High,69.9,Chemicals
R00089,89,Chennai,India,13.0827,80.2707,Hamburg,Germany,53.5511,9.9937,General Cargo,Economy Service,Chennai → Cape Route → Hamburg,Chennai → Cape Route → Hamburg,Cape Route,13,7711,2,3428.0,426.0,592.0,4446.0,Feeder + Mainline,3 sailings/week,15921,Limited,98797.0,4,Moderate,Moderate,55.73,Furniture
R00090,90,Chennai,India,13.0827,80.2707,Hamburg,Germany,53.5511,9.9937,Containerized,Standard Service,Chennai → Mediterranean Hub → Hamburg,Chennai → Mediterranean Hub → Hamburg,Mediterranean Hub,17,7887,1,3392.0,633.0,480.0,4505.0,Container Ship,Daily,22011,Limited,91292.0,3,Low,Moderate,61.57,Industrial Equipment
R00091,91,Chennai,India,13.0827,80.2707,Hamburg,Germany,53.5511,9.9937,Perishable,Priority Service,Chennai → European Hub → Hamburg,Chennai → European Hub → Hamburg,European Hub,15,7975,3,4291.0,658.0,719.0,5668.0,Panamax Container Ship,Weekly,9683,Waitlist,106390.0,5,Low,High,45.38,Flowers
R00092,92,Chennai,India,13.0827,80.2707,Hamburg,Germany,53.5511,9.9937,Hazardous,Express Service,Chennai → Cape Route → Hamburg,Chennai → Cape Route → Hamburg,Cape Route,12,7689,1,4120.0,626.0,410.0,5156.0,Post-Panamax Container Ship,Weekly,19167,Limited,112386.0,3,Low,Moderate,63.9,Corrosive Chemicals
R00093,93,Chennai,India,13.0827,80.2707,Hamburg,Germany,53.5511,9.9937,Bulk,Direct Ocean Service,Chennai → Direct Ocean → Hamburg,Chennai → Direct Ocean → Hamburg,Direct,14,7872,0,2720.0,403.0,405.0,3528.0,Large Container Ship,Every 2 days,16742,Available,95991.0,2,Moderate,Low,70.35,Iron Ore
R00094,94,Chennai,India,13.0827,80.2707,Hamburg,Germany,53.5511,9.9937,General Cargo,Low-Cost Service,Chennai → Indian Ocean → Hamburg,Chennai → Indian Ocean → Hamburg,Indian Ocean,20,7967,4,3917.0,708.0,954.0,5579.0,Feeder + Mainline,3 sailings/week,19359,Available,105713.0,6,Low,Moderate,43.13,Household Goods
R00095,95,Chennai,India,13.0827,80.2707,Hamburg,Germany,53.5511,9.9937,Containerized,Green Corridor Service,Chennai → Direct Ocean → Hamburg,Chennai → Direct Ocean → Hamburg,Direct,19,7691,0,2984.0,468.0,249.0,3701.0,Eco Container Ship,Daily,21082,Limited,115034.0,2,Low,High,62.55,Consumer Goods
R00096,96,Chennai,India,13.0827,80.2707,Hamburg,Germany,53.5511,9.9937,Perishable,Premium Reliability,Chennai → Direct Ocean → Hamburg,Chennai → Direct Ocean → Hamburg,Direct,14,7915,0,3539.0,682.0,386.0,4607.0,Post-Panamax Container Ship,Every 2 days,19535,Available,121344.0,2,Elevated,Low,69.06,Meat
R00097,97,Chennai,India,13.0827,80.2707,Vancouver,Canada,49.2827,-123.1207,Perishable,Economy Service,Chennai → Panama Canal → Vancouver,Chennai → Panama Canal → Vancouver,Panama Canal,13,7202,2,3628.0,702.0,639.0,4969.0,Feeder + Mainline,Weekly,20087,Available,101471.0,4,Low,High,59.32,Seafood
R00098,98,Chennai,India,13.0827,80.2707,Vancouver,Canada,49.2827,-123.1207,Hazardous,Standard Service,Chennai → European Hub → Vancouver,Chennai → European Hub → Vancouver,European Hub,13,7252,1,3955.0,780.0,544.0,5279.0,Container Ship,Every 2 days,19923,Available,109991.0,3,Elevated,Low,65.12,Corrosive Chemicals
R00099,99,Chennai,India,13.0827,80.2707,Vancouver,Canada,49.2827,-123.1207,Bulk,Priority Service,Chennai → Suez Canal → Vancouver,Chennai → Suez Canal → Vancouver,Suez Canal,12,7600,1,2953.0,443.0,474.0,3870.0,Panamax Container Ship,Every 2 days,12062,Available,98400.0,3,Moderate,High,64.66,Edible Oils
R00100,100,Chennai,India,13.0827,80.2707,Vancouver,Canada,49.2827,-123.1207,General Cargo,Express Service,Chennai → Malacca Strait → Vancouver,Chennai → Malacca Strait → Vancouver,Malacca Strait,13,7339,1,2855.0,378.0,465.0,3698.0,Post-Panamax Container Ship,Daily,25635,Limited,85507.0,3,Elevated,High,58.76,Household Goods
R00101,101,Chennai,India,13.0827,80.2707,Vancouver,Canada,49.2827,-123.1207,Containerized,Direct Ocean Service,Chennai → Direct Ocean → Vancouver,Chennai → Direct Ocean → Vancouver,Direct,17,7701,0,2907.0,387.0,417.0,3711.0,Large Container Ship,Every 2 days,23341,Available,110728.0,2,Moderate,High,66.29,Consumer Goods
R00102,102,Chennai,India,13.0827,80.2707,Vancouver,Canada,49.2827,-123.1207,Perishable,Low-Cost Service,Chennai → Mediterranean Hub → Vancouver,Chennai → Mediterranean Hub → Vancouver,Mediterranean Hub,14,7628,3,3944.0,571.0,810.0,5325.0,Feeder + Mainline,Every 2 days,21053,Available,101809.0,5,Elevated,Moderate,51.42,Frozen Food
R00103,103,Chennai,India,13.0827,80.2707,Vancouver,Canada,49.2827,-123.1207,Hazardous,Green Corridor Service,Chennai → Gulf Hub → Vancouver,Chennai → Gulf Hub → Vancouver,Gulf Hub,14,7511,1,3808.0,723.0,403.0,4934.0,Eco Container Ship,Weekly,21163,Available,111790.0,3,Low,High,65.99,Flammable Liquids
R00104,104,Chennai,India,13.0827,80.2707,Vancouver,Canada,49.2827,-123.1207,Bulk,Premium Reliability,Chennai → Mediterranean Hub → Vancouver,Chennai → Mediterranean Hub → Vancouver,Mediterranean Hub,12,7472,2,2912.0,543.0,563.0,4018.0,Post-Panamax Container Ship,Every 2 days,23782,Limited,87520.0,4,Low,Moderate,61.3,Steel
R00105,105,Chennai,India,13.0827,80.2707,Shanghai,China,31.2304,121.4737,Containerized,Economy Service,Chennai → Direct Pacific → Shanghai,Chennai → Direct Pacific → Shanghai,Direct Pacific,6,3181,2,2001.0,344.0,577.0,2922.0,Feeder + Mainline,Every 2 days,10255,Available,47157.0,4,Moderate,High,73.43,Machinery
R00106,106,Chennai,India,13.0827,80.2707,Shanghai,China,31.2304,121.4737,Perishable,Standard Service,Chennai → Direct Ocean → Shanghai,Chennai → Direct Ocean → Shanghai,Direct,5,3073,0,1465.0,201.0,278.0,1944.0,Container Ship,Weekly,12643,Limited,36837.0,2,Low,Moderate,84.01,Fresh Fruits
R00107,107,Chennai,India,13.0827,80.2707,Shanghai,China,31.2304,121.4737,Hazardous,Priority Service,Chennai → Indian Ocean → Shanghai,Chennai → Indian Ocean → Shanghai,Indian Ocean,4,3132,1,2033.0,331.0,551.0,2915.0,Panamax Container Ship,Every 2 days,13704,Available,40438.0,3,Low,High,82.04,Explosives
R00108,108,Chennai,India,13.0827,80.2707,Shanghai,China,31.2304,121.4737,Bulk,Express Service,Chennai → Direct Pacific → Shanghai,Chennai → Direct Pacific → Shanghai,Direct Pacific,5,3041,1,1510.0,247.0,519.0,2276.0,Post-Panamax Container Ship,Daily,21794,Limited,39678.0,3,Low,High,77.45,Chemicals
R00109,109,Chennai,India,13.0827,80.2707,Shanghai,China,31.2304,121.4737,General Cargo,Direct Ocean Service,Chennai → Direct Ocean → Shanghai,Chennai → Direct Ocean → Shanghai,Direct,6,3194,0,1342.0,187.0,408.0,1937.0,Large Container Ship,Daily,19895,Available,41056.0,2,Moderate,High,83.35,Consumer Goods
R00110,110,Chennai,India,13.0827,80.2707,Shanghai,China,31.2304,121.4737,Containerized,Low-Cost Service,Chennai → East Asia Hub → Shanghai,Chennai → East Asia Hub → Shanghai,East Asia Hub,8,3232,4,2167.0,401.0,856.0,3424.0,Feeder + Mainline,Weekly,10211,Available,48619.0,6,Low,Low,65.1,Textiles
R00111,111,Chennai,India,13.0827,80.2707,Shanghai,China,31.2304,121.4737,Perishable,Green Corridor Service,Chennai → Suez Canal → Shanghai,Chennai → Suez Canal → Shanghai,Suez Canal,8,3125,2,1793.0,323.0,588.0,2704.0,Eco Container Ship,3 sailings/week,20697,Limited,40087.0,4,Low,High,67.74,Seafood
R00112,112,Chennai,India,13.0827,80.2707,Shanghai,China,31.2304,121.4737,Hazardous,Premium Reliability,Chennai → Cape Route → Shanghai,Chennai → Cape Route → Shanghai,Cape Route,6,3157,2,2122.0,420.0,667.0,3209.0,Post-Panamax Container Ship,Weekly,21037,Limited,46422.0,4,Elevated,Moderate,70.22,Compressed Gases
R00113,113,Chennai,India,13.0827,80.2707,Hong Kong,Hong Kong,22.3193,114.1694,Perishable,Economy Service,Chennai → Direct Pacific → Hong Kong,Chennai → Direct Pacific → Hong Kong,Direct Pacific,14,7322,1,3444.0,595.0,468.0,4507.0,Feeder + Mainline,Weekly,22962,Available,97299.0,3,Moderate,Moderate,65.87,Fresh Fruits
R00114,114,Chennai,India,13.0827,80.2707,Hong Kong,Hong Kong,22.3193,114.1694,Hazardous,Standard Service,Chennai → East Asia Hub → Hong Kong,Chennai → East Asia Hub → Hong Kong,East Asia Hub,13,7390,1,3711.0,468.0,553.0,4732.0,Container Ship,Weekly,20904,Available,89714.0,3,Elevated,High,60.07,Dangerous Goods
R00115,115,Chennai,India,13.0827,80.2707,Hong Kong,Hong Kong,22.3193,114.1694,Bulk,Priority Service,Chennai → Arabian Sea → Hong Kong,Chennai → Arabian Sea → Hong Kong,Arabian Sea,12,7373,1,2630.0,365.0,555.0,3550.0,Panamax Container Ship,3 sailings/week,20866,Available,102635.0,3,Elevated,Low,68.3,Cement
R00116,116,Chennai,India,13.0827,80.2707,Hong Kong,Hong Kong,22.3193,114.1694,General Cargo,Express Service,Chennai → Mediterranean Hub → Hong Kong,Chennai → Mediterranean Hub → Hong Kong,Mediterranean Hub,12,7447,1,3009.0,457.0,556.0,4022.0,Post-Panamax Container Ship,3 sailings/week,17179,Waitlist,91182.0,3,Low,High,59.39,Industrial Goods
R00117,117,Chennai,India,13.0827,80.2707,Hong Kong,Hong Kong,22.3193,114.1694,Containerized,Direct Ocean Service,Chennai → Direct Ocean → Hong Kong,Chennai → Direct Ocean → Hong Kong,Direct,16,7445,0,3098.0,482.0,396.0,3976.0,Large Container Ship,3 sailings/week,25095,Available,99079.0,2,Low,Low,73.33,Machinery
R00118,118,Chennai,India,13.0827,80.2707,Hong Kong,Hong Kong,22.3193,114.1694,Perishable,Low-Cost Service,Chennai → East Asia Hub → Hong Kong,Chennai → East Asia Hub → Hong Kong,East Asia Hub,18,7200,3,3825.0,676.0,830.0,5331.0,Feeder + Mainline,3 sailings/week,18828,Limited,109507.0,5,Elevated,High,43.72,Seafood
R00119,119,Chennai,India,13.0827,80.2707,Hong Kong,Hong Kong,22.3193,114.1694,Hazardous,Green Corridor Service,Chennai → Arabian Sea → Hong Kong,Chennai → Arabian Sea → Hong Kong,Arabian Sea,14,7414,1,3814.0,699.0,396.0,4909.0,Eco Container Ship,3 sailings/week,21088,Available,103409.0,3,Elevated,Low,63.04,Explosives
R00120,120,Chennai,India,13.0827,80.2707,Hong Kong,Hong Kong,22.3193,114.1694,Bulk,Premium Reliability,Chennai → Mediterranean Hub → Hong Kong,Chennai → Mediterranean Hub → Hong Kong,Mediterranean Hub,12,7160,2,2950.0,536.0,687.0,4173.0,Post-Panamax Container Ship,Daily,13106,Waitlist,95227.0,4,Elevated,Low,55.3,Liquefied Gas
R00121,121,Chennai,India,13.0827,80.2707,Durban,South Africa,-29.8587,31.0218,Bulk,Economy Service,Chennai → Mediterranean Hub → Durban,Chennai → Mediterranean Hub → Durban,Mediterranean Hub,15,9857,1,3451.0,498.0,431.0,4380.0,Feeder + Mainline,3 sailings/week,16388,Available,146709.0,3,Elevated,Moderate,58.05,Grain
R00122,122,Chennai,India,13.0827,80.2707,Durban,South Africa,-29.8587,31.0218,General Cargo,Standard Service,Chennai → Gulf Hub → Durban,Chennai → Gulf Hub → Durban,Gulf Hub,17,10033,1,3974.0,507.0,554.0,5035.0,Container Ship,Every 2 days,14052,Available,151579.0,3,Elevated,High,53.64,Industrial Goods
R00123,123,Chennai,India,13.0827,80.2707,Durban,South Africa,-29.8587,31.0218,Containerized,Priority Service,Chennai → Direct Atlantic → Durban,Chennai → Direct Atlantic → Durban,Direct Atlantic,21,10276,1,4287.0,779.0,457.0,5523.0,Panamax Container Ship,Every 2 days,22650,Available,154715.0,3,Low,Moderate,55.41,Machinery
R00124,124,Chennai,India,13.0827,80.2707,Durban,South Africa,-29.8587,31.0218,Perishable,Express Service,Chennai → Suez Canal → Durban,Chennai → Suez Canal → Durban,Suez Canal,17,10074,2,4842.0,609.0,555.0,6006.0,Post-Panamax Container Ship,Every 2 days,23404,Available,129559.0,4,Moderate,Low,53.43,Meat
R00125,125,Chennai,India,13.0827,80.2707,Durban,South Africa,-29.8587,31.0218,Hazardous,Direct Ocean Service,Chennai → Direct Ocean → Durban,Chennai → Direct Ocean → Durban,Direct,20,10264,0,4995.0,652.0,334.0,5981.0,Large Container Ship,Daily,19456,Available,136495.0,2,Low,Moderate,59.77,Explosives
R00126,126,Chennai,India,13.0827,80.2707,Durban,South Africa,-29.8587,31.0218,Bulk,Low-Cost Service,Chennai → Malacca Strait → Durban,Chennai → Malacca Strait → Durban,Malacca Strait,18,9649,4,4019.0,744.0,987.0,5750.0,Feeder + Mainline,3 sailings/week,15220,Limited,128981.0,6,Moderate,High,38.8,Fertilizer
R00127,127,Chennai,India,13.0827,80.2707,Durban,South Africa,-29.8587,31.0218,General Cargo,Green Corridor Service,Chennai → Malacca Strait → Durban,Chennai → Malacca Strait → Durban,Malacca Strait,23,10016,2,4015.0,669.0,552.0,5236.0,Eco Container Ship,Daily,18219,Available,134038.0,4,Elevated,High,42.47,Consumer Goods
R00128,128,Chennai,India,13.0827,80.2707,Durban,South Africa,-29.8587,31.0218,Containerized,Premium Reliability,Chennai → Cape Route → Durban,Chennai → Cape Route → Durban,Cape Route,19,10306,1,4156.0,514.0,403.0,5073.0,Post-Panamax Container Ship,Every 2 days,20879,Available,139306.0,3,Low,Moderate,58.73,Textiles
R00129,129,Chennai,India,13.0827,80.2707,Cape Town,South Africa,-33.9249,18.4241,Perishable,Economy Service,Chennai → Panama Canal → Cape Town,Chennai → Panama Canal → Cape Town,Panama Canal,21,10227,3,5056.0,832.0,783.0,6671.0,Feeder + Mainline,Every 2 days,15522,Available,119257.0,5,Moderate,High,38.97,Dairy Products
R00130,130,Chennai,India,13.0827,80.2707,Cape Town,South Africa,-33.9249,18.4241,Hazardous,Standard Service,Chennai → Arabian Sea → Cape Town,Chennai → Arabian Sea → Cape Town,Arabian Sea,18,10272,2,5525.0,1058.0,575.0,7158.0,Container Ship,3 sailings/week,19437,Available,152749.0,4,Elevated,High,47.4,Compressed Gases
R00131,131,Chennai,India,13.0827,80.2707,Cape Town,South Africa,-33.9249,18.4241,Bulk,Priority Service,Chennai → Indian Ocean → Cape Town,Chennai → Indian Ocean → Cape Town,Indian Ocean,18,10126,2,3675.0,549.0,712.0,4936.0,Panamax Container Ship,Daily,22649,Available,141937.0,4,Elevated,High,48.46,Grain
R00132,132,Chennai,India,13.0827,80.2707,Cape Town,South Africa,-33.9249,18.4241,General Cargo,Express Service,Chennai → European Hub → Cape Town,Chennai → European Hub → Cape Town,European Hub,17,9952,1,3700.0,617.0,433.0,4750.0,Post-Panamax Container Ship,Weekly,13842,Limited,137241.0,3,Low,Low,60.29,Paper Products
R00133,133,Chennai,India,13.0827,80.2707,Cape Town,South Africa,-33.9249,18.4241,Containerized,Direct Ocean Service,Chennai → Direct Ocean → Cape Town,Chennai → Direct Ocean → Cape Town,Direct,19,9911,0,3695.0,565.0,292.0,4552.0,Large Container Ship,Weekly,25443,Limited,142814.0,2,Moderate,High,57.14,Electronics
R00134,134,Chennai,India,13.0827,80.2707,Cape Town,South Africa,-33.9249,18.4241,Perishable,Low-Cost Service,Chennai → Mediterranean Hub → Cape Town,Chennai → Mediterranean Hub → Cape Town,Mediterranean Hub,21,10189,4,5269.0,765.0,884.0,6918.0,Feeder + Mainline,Weekly,20217,Available,144918.0,6,Elevated,High,35.0,Fresh Fruits
R00135,135,Chennai,India,13.0827,80.2707,Cape Town,South Africa,-33.9249,18.4241,Hazardous,Green Corridor Service,Chennai → Mediterranean Hub → Cape Town,Chennai → Mediterranean Hub → Cape Town,Mediterranean Hub,19,10005,1,5034.0,695.0,466.0,6195.0,Eco Container Ship,3 sailings/week,15792,Available,134259.0,3,Moderate,Moderate,55.8,Toxic Materials
R00136,136,Chennai,India,13.0827,80.2707,Cape Town,South Africa,-33.9249,18.4241,Bulk,Premium Reliability,Chennai → Direct Ocean → Cape Town,Chennai → Direct Ocean → Cape Town,Direct,17,10555,0,3675.0,640.0,337.0,4652.0,Post-Panamax Container Ship,Weekly,20309,Waitlist,123159.0,2,Low,Moderate,58.68,Fertilizer
R00137,137,Chennai,India,13.0827,80.2707,Santos,Brazil,-23.9608,-46.3336,Bulk,Economy Service,Chennai → Mediterranean Hub → Santos,Chennai → Mediterranean Hub → Santos,Mediterranean Hub,16,9707,2,3674.0,715.0,718.0,5107.0,Feeder + Mainline,3 sailings/week,13498,Available,120921.0,4,Elevated,High,48.97,Petroleum
R00138,138,Chennai,India,13.0827,80.2707,Santos,Brazil,-23.9608,-46.3336,General Cargo,Standard Service,Chennai → Direct Ocean → Santos,Chennai → Direct Ocean → Santos,Direct,20,9913,0,3501.0,536.0,360.0,4397.0,Container Ship,Daily,13504,Available,130134.0,2,Elevated,Low,61.97,Paper Products
R00139,139,Chennai,India,13.0827,80.2707,Santos,Brazil,-23.9608,-46.3336,Containerized,Priority Service,Chennai → Panama Canal → Santos,Chennai → Panama Canal → Santos,Panama Canal,17,9910,2,4184.0,718.0,562.0,5464.0,Panamax Container Ship,Every 2 days,10222,Limited,148937.0,4,Low,Moderate,50.96,Electronics
R00140,140,Chennai,India,13.0827,80.2707,Santos,Brazil,-23.9608,-46.3336,Perishable,Express Service,Chennai → Arabian Sea → Santos,Chennai → Arabian Sea → Santos,Arabian Sea,14,9960,2,4712.0,896.0,542.0,6150.0,Post-Panamax Container Ship,3 sailings/week,12516,Limited,132641.0,4,Moderate,Moderate,53.94,Flowers
R00141,141,Chennai,India,13.0827,80.2707,Santos,Brazil,-23.9608,-46.3336,Hazardous,Direct Ocean Service,Chennai → Direct Ocean → Santos,Chennai → Direct Ocean → Santos,Direct,15,9679,0,4781.0,753.0,289.0,5823.0,Large Container Ship,Daily,19835,Available,121269.0,2,Moderate,High,62.41,Toxic Materials
R00142,142,Chennai,India,13.0827,80.2707,Santos,Brazil,-23.9608,-46.3336,Bulk,Low-Cost Service,Chennai → Arabian Sea → Santos,Chennai → Arabian Sea → Santos,Arabian Sea,19,9857,3,4105.0,774.0,793.0,5672.0,Feeder + Mainline,Weekly,25884,Available,117116.0,5,Moderate,High,45.86,Coal
